"hsn_sc_code","hsn_sc_desc"
"48026190","Other"
"480262  ","In sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state:"
"48026210","Drawing paper"
"48026220","Poster paper"
"48026230","Printing paper dyed or marbled in mass"
"48026240","Account book paper"
"48026250","Automatic data processing machine paper"
"48026260","Paper for security printing, currency paper, stamp paper"
"48026290","Other"
"480269  ","Other:"
"48026910","Drawing paper"
"48026920","Poster paper"
"48026930","Printing paper dyed or marbled in mass"
"48026940","Account book paper"
"48026950","Automatic data processing machine paper"
"48026960","Paper for security printing, currency paper, stamp paper"
"48026990","Other"
"4803    ","TOILET OR FACIAL TISSUE STOCK, TOWEL OR NAPKIN STOCK AND SIMILAR PAPER OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, WHETHER OR NOT CREPED, CRINKLED, EMBOSSED, PERFORATED, SURFACE-COLOURED, SURFACE"
"480300  ","Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface-coloured, surface"
"48030010","In commercial size rolls of width size 36 cm and above"
"48030090","Other"
"4804    ","UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, OTHER THAN THAT OF HEADING 4802 OR 4803"
"48041100","Unbleached"
"48041900","Other"
"48042100","Unbleached"
"48042900","Other"
"48043100","Unbleached"
"48043900","Other"
"48044100","Unbleached"
"48044200","Bleached uniformly throughout the mass and of which more than 95% by weight of the total fibre content consists of wood fibres obtained by a chemical process"
"48044900","Other"
"48045100","Unbleached"
"48045200","Bleached uniformly throughout the mass and of which more than 95% by weight of the total fibre content consists of wood fibres obtained by a chemical process"
"48045900","Other"
"4805    ","OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 3 TO THIS CHAPTER"
"48051100","Semi-chemical fluting paper"
"48051200","Straw fluting paper"
"48051900","Other"
"48052400","Weighing 150 g/m2 or less"
"48052500","Weighing more than 150 g/m2"
"48053000","Sulphite wrapping paper"
"48054000","Filter paper and paperboard"
"48055000","Felt paper and paperboard"
"48059100","Weighing 150 g/m2 or less"
"48059200","Weighing more than 150 g/m2 but less than 225 g/m2"
"48059300","Weighing 225 g/m2 or more"
"4806    ","VEGETABLE PARCHMENT, GREASEPROOF PAPERS, TRACING PAPERS AND GLASSINE AND OTHER GLAZED TRANSPARENT OR TRANSLUCENT PAPERS, IN ROLLS OR SHEETS"
"48061000","Vegetable parchment"
"48062000","Greaseproof papers"
"48063000","Tracing papers"
"480640  ","Glassine and other glazed transparent or translucent papers:"
"48064010","Glassine papers"
"48064090","Other"
"4807    ","COMPOSITE PAPER AND PAPERBOARD (MADE BY STICKING FLAT LAYERS OF PAPER OR PAPERBOARD TOGETHER WITH AN ADHESIVE), NOT SURFACE-COATED OR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OR SHEETS"
"480700  ","Composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets:"
"48070010","Straw paper and other straw board, whether or not covered with paper other than straw paper"
"48070090","Other"
"4808    ","PAPER AND PAPERBOARD, CORRUGATED (WITH OR WITHOUT GLUED FLAT SURFACE SHEETS), CREPED, CRINKLED, EMBOSSED OR PERFORATED, IN ROLLS OR SHEETS, OTHER THAN PAPER OF THE KIND DESCRIBED IN HEADING 4803"
"48081000","Corrugated paper and paperboard, whether or not perforated"
"480840  ","Kraft paper, creped or crinkled, whether or not embossed or perforated:"
"48084010","Other kraft paper, creped or crinkled, whether or not embossed or perforated"
"48089000","Other"
"4809    ","CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS (INCLUDING COATED OR IMPREGNATED PAPER FOR DUPLICATOR STENCILS OR OFFSET PLATES), WHETHER OR NOT PRINTED, IN ROLLS OR SHEETS"
"48092000","Self-copy paper"
"48099000","Other"
"4810    ","PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHOUT A BINDER, AND WITH NO OTHER COATING, WHETHER OR NOT SURFACE - COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (I"
"481013  ","In rolls:"
"48101310","Imitation art paper"
"48101320","Art paper"
"48101330","Chrome paper or paper board"
"48101390","Other"
"481014  ","In sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state:"
"48101410","Imitation art paper"
"48101420","Art paper"
"48101430","Chrome paper or paper board"
"48101490","Other"
"481019  ","Other:"
"48101910","Imitation art paper"
"48101920","Art paper"
"48101930","Chrome paper or paper board"
"48101990","Other"
"48102200","Light-weight coated paper"
"48102900","Other"
"48103100","Bleached uniformly throughout the mass and of which more than 95% by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing 150 g/m2 or less"
"48103200","Bleached uniformly throughout the mass and of which more than 95% by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing more than 150 g/m2"
"481039  ","Other:"
"48103910","Insulating paper"
"48103920","Electric insulating press board"
"48103930","Insulation boards (homogenous)"
"48103990","Other"
"48109200","Multi-ply"
"48109900","Other"
"4811    ","PAPER, PAPERBOARD, CELLULOSE WADING AND WEBS OF CELLULOSE FIBRES, COATED, IMPREGNATED, COVERED, SURFACE - COLOURED , SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS, OF ANY SIZE, OTHER THAN GOODS OF THE KIND DESCRIBED "
"48111000","Tarred, bituminised or asphalted paper and paperboard"
"48114100","Self-adhesive"
"48114900","Other"
"481151  ","Bleached weighing more than 150 g/m2:"
"48115110","Aseptic packaging paper"
"48115190","Other"
"481159  ","Other:"
"48115910","Aseptic packaging paper"
"48115990","Other"
"48116000","Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearine, oil or glycerol"
"481190  ","Other paper, paperboard, cellulose wadding and webs of cellulose fibres:"
"48119011","Hand made paper and paperboard, rules, lined or squared but not otherwise printed"
"48119012","Chromo and art paper, coated"
"48119013","Building board of paper or pulp, impregnated"
"48119014","Chromo board"
"48119015","Raw base paper for sensitising, coated"
"48119016","Surface marbled paper"
"48119017","Leather board and imitation leather board"
"48119018","Matrix board"
"48119091","Grape guard paper"
"48119092","Asceptic packaging paper"
"48119093","Thermal paper for fax machines"
"48119094","Thermal paper in jumbo rolls (size 1 mt and above in width and 5000 mt And above in length)"
"48119099","Other"
"48120000","Filter blocks, slabs and plates, of paper pulp"
"4813    ","CIGARETTE PAPER, WHETHER OR NOT CUT TO SIZE OR IN THE FORM OF BOOKLETS OR TUBES"
"48131000","In the form of booklets or tubes"
"48132000","In rolls of a width not exceeding 5 cm"
"481390  ","Other:"
"48139010","Cigarette paper in bulk, or in sheets"
"48139090","Other"
"4814    ","WALLPAPER AND SIMILAR WALL COVERINGS; WINDOW TRANSPARENCIES OF PAPER"
"48141000","Ingrain paper"
"48142000","Wallpaper and similar wall coverings, consisting of paper coated or covered, on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics"
"48149000","Other"
"4816    ","CARBON-PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS (OTHER THAN THOSE OF HEADING 4809), DUPLICATOR STENCILS AND OFFSET PLATES, OF PAPER, WHETHER OR NOT PUT UP IN BOXES"
"481620  ","Self-copy paper:"
"48162010","Duplicating paper, cut to size"
"48162020","Paper for Fax machine"
"48162090","Other"
"481690  ","Other:"
"48169010","Other copying or transfer papers (excluding printed transfer) cut to size whether or not put up in boxes"
"48169020","Calculating machine paper in rolls and strips not exceeding 15 cm in width"
"48169090","Other"
"4817    ","ENVELOPES, LETTER CARDS, PLAIN POSTCARDS AND CORRESPONDENCE CARDS, OF PAPER OR PAPERBOARD; BOXES, POUCHES, WALLETS AND WRITING COMPENDIUMS, OF PAPER OR PAPERBOARD, CONTAINING AN ASSORTMENT OF PAPER STATIONERY"
"48171000","Envelopes"
"48172000","Letter cards, plain postcards and correspondence cards"
"481730  ","Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery:"
"48173010","Writing blocks"
"48173090","Other"
"4818    ","TOILET PAPER AND SIMILAR PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES, OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, IN ROLLS OF A WIDTH NOT EXCEEDING 36 CM, OR CUT TO SIZE OR SHAPE; HANDKERCHIEFS, CLEANSING TISSUES, TOWELS, TABLE CLOTHS"
"48181000","Toilet paper"
"48182000","Handkerchiefs, cleaning or facial tissues and towels"
"48183000","Tablecloths and serviettes"
"48185000","Articles of apparel and clothing accessories"
"48189000","Other"
"4819    ","CARTONS, BOXES, CASES, BAGS AND OTHER PACKING CONTAINERS, OF PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES; BOX FILES, LETTER TRAYS, AND SIMILAR ARTICLES, OF PAPER OR PAPERBOARD OF A KIND USED IN OFFICES, SHOPS OR THE LIKE"
"481910  ","Cartons, boxes and cases, of corrugated paper or paperboard:"
"48191010","Boxes"
"48191090","Other"
"481920  ","Folding cartons, boxes and cases, of non-corrugated paper and paperboard:"
"48192010","Cartons, boxes, cases, intended for the packing of match sticks"
"48192020","Boxes"
"48192090","Other"
"48193000","Sacks and bags, having a base of a width of 40 cm or more"
"48194000","Other sacks and bags, including cones"
"481950  ","Other packing containers, including record sleeves:"
"48195010","Made of corrugated paper or paperboard"
"48195090","Other"
"48196000","Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops or the like"
"4820    ","REGISTERS, ACCOUNT BOOKS, NOTE BOOKS, ORDER BOOKS, RECEIPT BOOKS, LETTER PADS, MEMORANDUM PADS, DIARIES AND SIMILAR ARTICLES, EXCISE BOOKS, BLOTTING-PADS, BINDERS (LOOSE-LEAF OR OTHER), FOLDERS, FILE COVERS, MANIFOLD BUSINESS FORMS, INTER LEAVED CARB"
"482010  ","Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles:"
"48201010","Registers, account books"
"48201020","Letter pads"
"48201090","Other"
"48202000","Exercise books"
"48203000","Binders (other than book covers), folders and file covers"
"48204000","Manifold business forms and interleaved carbon sets"
"48205000","Albums for samples or for collections"
"482090  ","Other:"
"48209010","Blotting paper cut to size"
"48209090","Other"
"4821    ","PAPER OR PAPERBOARD LABELS OF ALL KINDS, WHETHER OR NOT PRINTED"
"482110  ","Printed:"
"48211010","Paper tags"
"48211020","Labels"
"48211090","Other"
"482190  ","Other:"
"48219010","Labels"
"48219090","Other"
"4822    ","BOBBINS, SPOOLS, COPS AND SIMILAR SUPPORTS OF PAPER PULP, PAPER OR PAPERBOARD (WHETHER OR NOT PERFORATED OR HARDENED)"
"48221000","Of a kind used for winding textile yarn"
"482290  ","Other:"
"48229010","Paper tubes"
"48229090","Other"
"4823    ","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES"
"48232000","Filter paper and paperboard"
"48234000","Rolls, sheets and dials, printed for self-recording apparatus"
"48236100","Of bamboo"
"48236900","Other"
"482370  ","Moulded or pressed article of paper pulp:"
"48237010","Paper pulp moulded trays"
"48237020","Wood pulp board"
"48237030","Articles made of paper mache other than artware and mounded or pressed goods of wood pulp"
"48237090","Other"
"482390  ","Other :"
"48239011","Braille paper"
"48239012","Cellulose in sole board or sheet"
"48239013","Packing and wrapping paper"
"48239014","Paper for cigarette filter tips"
"48239015","Paper cone for loud speaker"
"48239016","Patterns made of papers for leather footwear, leather garments and goods"
"48239017","Patterns made of paper for articles of apparel and clothing accessories"
"48239018","Products consisting of sheets of paper or paper board, impregnated, coated or covered with plastics (including thermoset resins or mixtures thereof or chemical formulations containing melamine, phenol or urea formaldehyde with or without curing agent"
"48239019","Decorative laminates"
"48239021","Pre-punched cards"
"48239022","Monotype and newstape paper in strips with perforated edges, not exceeding 15cm in width"
"48239023","Typewriting paper cut to size"
"48239030","Plain or embossed seals made of paper, laminated paper or paper gaskets"
"48239090","Other"
"4901    ","PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, WHETHER OR NOT IN SINGLE SHEETS"
"490110  ","In single sheets, whether or not folded:"
"49011010","Printed books"
"49011020","Pamphlets, booklets, brochures, leaflets and similar printed matter"
"49019100","Dictionaries and encyclopaedias, and serial installments thereof"
"49019900","Other"
"4902    ","NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL"
"490210  ","Appearing at least four times a week:"
"49021010","Newspapers"
"49021020","Journals and periodicals"
"490290  ","Other:"
"49029010","Newspapers"
"49029020","Journals and periodicals"
"4903    ","CHILDREN'S PICTURE, DRAWING OR COLOURING BOOKS"
"490300  ","Children's picture, drawing or colouring books:"
"49030010","Picture books"
"49030020","Drawing or colouring books"
"49040000","Music, printed or in manuscript, whether or not bound or illustrated"
"4905    ","MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCLUDING ATLASES, WALL MAPS, TOPOGRAPHICAL PLANS AND GLOBES, PRINTED"
"49051000","Globes"
"49059100","In book form"
"490599  ","Other:"
"49059910","Geographical, hydrological, astrological maps or charts"
"49059990","Others"
"49060000","Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions on sensitised paper and carbon copies of the foregoing"
"4907    ","UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY IN WHICH THEY HAVE, OR WILL HAVE, A RECOGNIZED FACE VALUE; STAMP-IMPRESSED PAPER; BANK NOTES; CHEQUE FORMS; STOCK, SHARE OR BOND CERTIFICATES AND SIMILAR DOCUMENTS OF TI"
"490700  ","Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognized face value; stamp-impressed paper; bank notes; cheque forms; stock, share or bond certificates and similar documents of ti"
"49070010","Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognized face value"
"49070020","Bank notes"
"49070030","Documents of title conveying the right to use Information Technology software"
"49070090","Other"
"4908    ","TRANSFERS (DECALCOMANIAS)"
"49081000","Transfers (decalcomanias), vitrifiable"
"49089000","Other"
"4909    ","PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES OR ANNOUNCEMENTS, WHETHER OR NOT ILLUSTRATED, WITH OR WITHOUT ENVELOPES OR TRIMMINGS"
"490900  ","Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings:"
"49090010","Greetings or Wedding cards"
"49090090","Other"
"4910    ","CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS"
"491000  ","Calendars of any kind, printed, including calendar blocks:"
"49100010","Advertising calendar"
"49100090","Other"
"4911    ","OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS"
"491110  ","Trade advertising material, commercial catalogues and the like:"
"49111010","Posters, printed"
"49111020","Commercial catalogues"
"49111030","Printed inlay cards"
"49111090","Other"
"49119100","Pictures, designs and photographs"
"491199  ","Other:"
"49119910","Hard copy (printed) of computer software"
"49119920","Plan and drawings for architectural engineering, industrial, commercial, topographical or similar purposes reproduced with the aid of computer or any other devices"
"49119990","Other"
"50010000","Silk worm cocoons suitable for reeling"
"5002    ","RAW SILK (NOT THROWN)"
"500200  ","Raw silk (not thrown):"
"50020010","Mulberry raw silk"
"50020020","Mulberry dupion silk"
"50020030","Non-mulberry silk"
"5003    ","SILK WASTE (INCLUDING COCOONS AND UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK)"
"500300  ","Silk waste (including cocoons unsuitable for reeling, yarn waste and garneted stock):"
"50030010","Mulberry silk waste"
"50030020","Tussar silk waste"
"50030030","Eri waste"
"50030040","Munga waste"
"50030090","Other"
"5004    ","SILK YARN (OTHER THAN YARN SPUN FROM SILK WASTE) NOT PUT UP FOR RETAIL SALE"
"500400  ","Silk yarn (other than yarn spun from silk waste) not put up for retail sale:"
"50040010","100% mulberry dupion silk yarn"
"50040090","Other"
"5005    ","YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE"
"500500  ","Yarn spun from silk waste, not put up for retail sale:"
"50050011","Other than noil silk"
"50050012","From noil silk"
"50050021","Other than noil silk"
"50050022","From noil silk"
"5006    ","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT"
"500600  ","Silk yarn and yarn spun from silk waste, put up for retail sale; silk-worm gut:"
"50060011","Silk embroidery thread"
"50060019","Other"
"50060021","Silk embroidery thread"
"50060029","Other"
"50060031","Spun from silk waste other than noil silk"
"50060032","Yarn spun from noil silk"
"50060033","Silk embroidery thread"
"50060039","Other"
"50060090","Other"
"5007    ","WOVEN FABRICS OF SILK OR OF SILK WASTE"
"50071000","Fabrics of noil silk"
"500720  ","Other fabrics, containing 85% or more by weight of silk or of silk waste other than noil silk:"
"50072010","Sarees"
"50072090","Other"
"50079000","Other fabrics"
"5101    ","WOOL, NOT CARDED OR COMBED:"
"51011100","Shorn wool"
"51011900","Other"
"51012100","Shorn wool"
"51012900","Other"
"51013000","Carbonised"
"5102    ","FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED"
"510211  ","Of Kashmir (cashmere) goats:"
"51021110","Marine Angora"
"51021190","Other"
"510219  ","Other:"
"51021910","Marine Angora"
"51021990","Other"
"510220  ","Coarse animal hair:"
"51022010","Goat hair (other than Angora)"
"51022090","Other (excluding pig & boar bristles)"
"5103    ","WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING GARNETTED STOCK"
"510310  ","Noils of wool or of fine animal hair:"
"51031010","Noils of wool"
"51031090","Other"
"510320  ","Other waste of wool or of fine animal hair:"
"51032010","Waste of sheep's and lamb's wool"
"51032020","Yarn waste"
"51032090","Other"
"51033000","Waste of coarse animal hair"
"5104    ","GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR"
"510400  ","Garnetted stock of wool or of fine or coarse animal hair:"
"51040010","Shoddy wool"
"51040090","Other"
"5105    ","WOOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED (INCLUDING COMBED WOOL IN FRAGMENTS)"
"51051000","Carded wool"
"51052100","Combed wool in fragments"
"510529  ","Other:"
"51052910","Wool tops"
"51052990","Other"
"51053100","Of Kashmir (cashmere) goats"
"51053900","Other"
"51054000","Coarse animal hair, carded or combed"
"5106    ","YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE"
"510610  ","Containing 85% or more by weight of wool:"
"51061010","Shoddy woollen yarn"
"51061020","Mungo woollen yarn"
"51061090","Other"
"510620  ","Containing less than 85% by weight of wool:"
"51062010","Shoddy woollen yarn"
"51062020","Mungo woollen yarn"
"51062090","Other"
"5107    ","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE"
"510710  ","Containing 85% or more by weight of wool:"
"51071010","Worsted hosiery yarn"
"51071020","Worsted knitted yarn"
"51071030","Worsted weaving yarn"
"51071040","Woollen carpet yarn"
"51071090","Other"
"510720  ","Containing less than 85% by weight of wool:"
"51072010","Worsted hosiery yarn"
"51072020","Worsted knitted yarn"
"51072030","Worsted weaving yarn"
"51072040","Woollen carpet yarn"
"51072090","Other"
"5108    ","YARN OF FINE ANIMAL HAIR (CARDED OR COMBED), NOT PUT UP FOR RETAIL SALE"
"51081000","Carded"
"51082000","Combed"
"5109    ","YARN OF WOOL OR FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE"
"510910  ","Containing 85% or more by weight of wool or of fine animal hair:"
"51091010","Hoisery wool"
"51091090","Other"
"51099000","Other"
"5110    ","YARN OF COARSE ANIMAL HAIR OR OF HORSE HAIR (INCLUDING GIMPED HORSEHAIR YARN), WHETHER OR NOT PUT UP FOR RETAIL SALE"
"511000  ","Yarn of coarse animal hair or of horse-hair (including gimped horsehair yarn), whether or not put up for retail sale:"
"51100010","Put up for retail sale"
"51100020","Other"
"5111    ","WOVEN FABRICS OF CARDED WOOL OR OF CARDED FINE ANIMAL HAIR"
"511111  ","Of a weight not exceeding 300 g/m2:"
"51111110","Unbleached"
"51111120","Bleached"
"51111130","Dyed"
"51111140","Printed"
"51111190","Other"
"511119  ","Other:"
"51111910","Unbleached"
"51111920","Bleached"
"51111930","Dyed"
"51111940","Printed"
"51111990","Other"
"511120  ","Other, mixed mainly or solely with man-made filaments:"
"51112010","Unbleached"
"51112020","Bleached"
"51112030","Dyed"
"51112040","Printed"
"51112090","Other"
"511130  ","Other, mixed mainly or solely with man-made staple fibres:"
"51113010","Unbleached"
"51113020","Bleached"
"51113030","Dyed"
"51113040","Printed"
"51113090","Other"
"511190  ","Other:"
"51119010","Unbleached"
"51119020","Bleached"
"51119030","Dyed"
"51119040","Printed"
"51119090","Other"
"5112    ","WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR"
"511211  ","Of a weight not exceeding 200 g/m2:"
"51121110","Unbleached"
"51121120","Bleached"
"51121130","Dyed"
"51121140","Printed"
"51121190","Other"
"511219  ","Other:"
"51121910","Unbleached"
"51121920","Bleached"
"51121930","Dyed"
"51121940","Printed"
"51121990","Other"
"511220  ","Other, mixed mainly or solely with man-made filaments:"
"51122010","Unbleached"
"51122020","Bleached"
"51122030","Dyed"
"51122040","Printed"
"51122090","Other"
"511230  ","Other, mixed mainly or solely with man-made staple fibres:"
"51123010","Unbleached"
"51123020","Bleached"
"51123030","Dyed"
"51123040","Printed"
"51123090","Other"
"511290  ","Other:"
"51129010","Unbleached"
"51129020","Bleached"
"51129030","Dyed"
"51129040","Printed"
"51129090","Other"
"5113    ","WOVEN FABRICS OF COARSE ANIMAL HAIR OR OF HORSE HAIR"
"511300  ","Woven fabrics of coarse animal hair or of horse hair:"
"51130010","Unbleached"
"51130020","Bleached"
"51130030","Dyed"
"51130040","Printed"
"51130090","Other"
"5201    ","COTTON, NOT CARDED OR COMBED"
"520100  ","Cotton, not carded or combed:"
"52010011","Bengal deshi"
"52010012","Indian cotton of staple lengths 20.5 mm (25/32) and below (e. g. oomras, yellow picking, Assam comillas)"
"52010013","Indian cotton of staple length exceeding 20.5mm (26/32) but not exceeding 24.5mm (30/32)"
"52010014","Indian cotton of staple length over 24.5 mm (31/32”) to 28 mm"
"52010015","Indian cotton of staple length 28.5 mm (14/32”) and above but below 34.5 mm"
"52010019","Indian cotton of all staple length 34.5 mm and above (112/32”)"
"52010020","Cotton, other than Indian, of all staple lengths"
"5202    ","COTTON WASTE (INCLUDING YARN WASTE AND GARNETTED STOCK)"
"52021000","Yarn waste (including thread waste)"
"52029100","Garnetted stock"
"52029900","Other"
"52030000","Cotton, carded or combed"
"5204    ","COTTON SEWING THREAD, WHETHER OR NOT PUT UP FOR RETAIL SALE"
"520411  ","Containing 85% or more by weight of cotton:"
"52041110","Cotton thread, sewing, containing any synthetic staple fibre"
"52041120","Cotton thread, darning"
"52041130","Embroidery cotton thread"
"52041140","Cotton sewing thread not containing any synthetic staple fibre"
"52041190","Other"
"52041900","Other"
"520420  ","Put up for retail sale:"
"52042010","Cotton thread, sewing, containing any synthetic staple fibre"
"52042020","Cotton thread, darning"
"52042030","Embroidery cotton thread"
"52042040","Cotton sewing thread, not containing any synthetic staple fibre"
"52042090","Other"
"5205    ","COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING 85% OR MORE BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE"
"520511  ","Measuring 714.29 decitex or more (not exceeding 14 metric number):"
"52051110","Grey"
"52051120","Bleached"
"52051130","Dyed"
"52051190","Other"
"520512  ","Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number):"
"52051210","Grey"
"52051220","Bleached"
"52051230","Dyed"
"52051290","Other"
"520513  ","Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number):"
"52051310","Grey"
"52051320","Bleached"
"52051330","Dyed"
"52051390","Other"
"520514  ","Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number):"
"52051410","Grey"
"52051420","Bleached"
"52051430","Dyed"
"52051490","Other"
"520515  ","Measuring less than 125 decitex (exceeding 80 metric number):"
"52051510","Grey"
"52051520","Bleached"
"52051530","Dyed"
"52051590","Other"
"520521  ","Measuring 714.29 decitex or more (not exceeding 14 metric number):"
"52052110","Grey"
"52052120","Bleached"
"52052130","Dyed"
"52052190","Other"
"520522  ","Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number):"
"52052210","Grey"
"52052220","Bleached"
"52052290","Other"
"520523  ","Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number):"
"52052310","Grey"
"52052320","Bleached"
"52052390","Other"
"520524  ","Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number):"
"52052410","Grey"
"52052420","Bleached"
"52052490","Other"
"520526  ","Measuring less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number):"
"52052610","Dyed"
"52052620","Bleached"
"52052690","Other"
"520527  ","Measuring less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number):"
"52052710","Dyed"
"52052720","Bleached"
"52052790","Other"
"520528  ","Measuring less than 83.33 decitex (exceeding 120 metric number):"
"52052810","Dyed"
"52052820","Bleached"
"52052890","Other"
"520531  ","Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn):"
"52053110","Grey"
"52053120","Bleached"
"52053130","Dyed"
"52053190","Other"
"520532  ","Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn):"
"52053210","Grey"
"52053220","Bleached"
"52053290","Other"
"520533  ","Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn):"
"52053310","Grey"
"52053320","Bleached"
"52053330","Dyed"
"52053390","Other"
"520534  ","Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn):"
"52053410","Grey"
"52053420","Bleached"
"52053430","Dyed"
"52053490","Other"
"520535  ","Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn):"
"52053510","Grey"
"52053590","Other"
"520541  ","Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn):"
"52054110","Grey"
"52054120","Bleached"
"52054130","Dyed"
"52054190","Other"
"520542  ","Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn):"
"52054210","Grey"
"52054290","Other"
"520543  ","Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn):"
"52054310","Grey"
"52054320","Bleached"
"52054390","Other"
"520544  ","Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn):"
"52054410","Grey"
"52054420","Bleached"
"52054490","Other"
